No.,Time,Source,Destination,Protocol,Length,Info
206,6.694705,10.97.172.240,52.232.69.150,TCP,54,54840  >  443 [ACK] Seq=1042 Ack=11330 Win=256576 Len=0
207,6.694705,10.97.172.240,52.232.69.150,TCP,54,54840  >  443 [ACK] Seq=1042 Ack=14090 Win=253824 Len=0
208,6.694768,10.97.172.240,52.232.69.150,TCP,54,54840  >  443 [ACK] Seq=1042 Ack=16534 Win=251392 Len=0
209,6.694768,10.97.172.240,52.232.69.150,TCP,66,[TCP Dup ACK 208#1] 54840  >  443 [ACK] Seq=1042 Ack=16534 Win=251392 Len=0 SLE=17914 SRE=18685
210,6.694769,10.97.172.240,52.232.69.150,TCP,54,54840  >  443 [ACK] Seq=1042 Ack=18685 Win=249216 Len=0
211,6.694769,10.97.172.240,52.232.69.150,TCP,54,54840  >  443 [ACK] Seq=1042 Ack=18719 Win=249216 Len=0
212,6.69477,10.97.172.240,52.232.69.150,TCP,54,[TCP Window Update] 54840  >  443 [ACK] Seq=1042 Ack=18719 Win=262144 Len=0
213,6.696279,10.97.172.240,52.232.69.150,TCP,54,"54840  >  443 [FIN, ACK] Seq=1042 Ack=18719 Win=262144 Len=0"
214,6.709992,52.232.69.150,10.97.172.240,TCP,54,"443  >  54840 [FIN, ACK] Seq=18719 Ack=1043 Win=261120 Len=0"
215,6.710112,10.97.172.240,52.232.69.150,TCP,54,54840  >  443 [ACK] Seq=1043 Ack=18720 Win=262144 Len=0
216,7.353716,10.97.172.240,17.248.144.240,TLSv1.2,85,Encrypted Alert
217,7.354642,10.97.172.240,17.248.144.240,TCP,54,"54819  >  443 [FIN, ACK] Seq=32 Ack=1 Win=4096 Len=0"
218,7.359668,17.248.144.240,10.97.172.240,TCP,54,"443  >  54819 [FIN, ACK] Seq=1 Ack=32 Win=982 Len=0"
219,7.359675,17.248.144.240,10.97.172.240,TCP,54,443  >  54819 [ACK] Seq=2 Ack=33 Win=982 Len=0
220,7.359824,10.97.172.240,17.248.144.240,TCP,54,"[TCP Retransmission] 54819  >  443 [FIN, ACK] Seq=32 Ack=2 Win=4096 Len=0"
221,7.987836,13.81.211.255,10.97.172.240,TCP,54,"443  >  54813 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
222,8.533591,10.97.172.240,52.232.69.150,TCP,78,54841  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1089648803 TSecr=0 SACK_PERM=1
223,8.546453,52.232.69.150,10.97.172.240,TCP,66,"443  >  54841 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1380 WS=256 SACK_PERM=1"
224,8.546561,10.97.172.240,52.232.69.150,TCP,54,54841  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0
225,8.547555,10.97.172.240,52.232.69.150,TLSv1.2,245,Client Hello
226,8.562913,52.232.69.150,10.97.172.240,TCP,1434,443  >  54841 [ACK] Seq=1 Ack=192 Win=262144 Len=1380 [TCP segment of a reassembled PDU]
227,8.56292,52.232.69.150,10.97.172.240,TCP,1434,443  >  54841 [ACK] Seq=1381 Ack=192 Win=262144 Len=1380 [TCP segment of a reassembled PDU]
228,8.562921,52.232.69.150,10.97.172.240,TCP,1434,443  >  54841 [ACK] Seq=2761 Ack=192 Win=262144 Len=1380 [TCP segment of a reassembled PDU]
229,8.562923,52.232.69.150,10.97.172.240,TCP,1434,443  >  54841 [ACK] Seq=4141 Ack=192 Win=262144 Len=1380 [TCP segment of a reassembled PDU]
230,8.562925,52.232.69.150,10.97.172.240,TLSv1.2,292,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
231,8.563075,10.97.172.240,52.232.69.150,TCP,54,54841  >  443 [ACK] Seq=192 Ack=2761 Win=259328 Len=0
232,8.563076,10.97.172.240,52.232.69.150,TCP,54,54841  >  443 [ACK] Seq=192 Ack=5521 Win=256576 Len=0
233,8.563076,10.97.172.240,52.232.69.150,TCP,54,54841  >  443 [ACK] Seq=192 Ack=5759 Win=256384 Len=0
234,8.563145,10.97.172.240,52.232.69.150,TCP,54,[TCP Window Update] 54841  >  443 [ACK] Seq=192 Ack=5759 Win=262144 Len=0
235,8.575078,10.97.172.240,52.232.69.150,TLSv1.2,129,Client Key Exchange
236,8.575123,10.97.172.240,52.232.69.150,TLSv1.2,60,Change Cipher Spec
237,8.575137,10.97.172.240,52.232.69.150,TLSv1.2,99,Encrypted Handshake Message
238,8.587147,52.232.69.150,10.97.172.240,TCP,54,443  >  54841 [ACK] Seq=5759 Ack=273 Win=261888 Len=0
239,8.587511,52.232.69.150,10.97.172.240,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message"
240,8.587552,10.97.172.240,52.232.69.150,TCP,54,54841  >  443 [ACK] Seq=318 Ack=5810 Win=262080 Len=0
241,8.587846,10.97.172.240,52.232.69.150,TLSv1.2,812,Application Data
242,8.613848,52.232.69.150,10.97.172.240,TCP,1434,443  >  54841 [ACK] Seq=5810 Ack=1076 Win=261120 Len=1380 [TCP segment of a reassembled PDU]
243,8.613853,52.232.69.150,10.97.172.240,TCP,1434,443  >  54841 [ACK] Seq=7190 Ack=1076 Win=261120 Len=1380 [TCP segment of a reassembled PDU]
244,8.613854,52.232.69.150,10.97.172.240,TCP,1434,443  >  54841 [ACK] Seq=8570 Ack=1076 Win=261120 Len=1380 [TCP segment of a reassembled PDU]
245,8.613855,52.232.69.150,10.97.172.240,TCP,1434,443  >  54841 [ACK] Seq=9950 Ack=1076 Win=261120 Len=1380 [TCP segment of a reassembled PDU]
246,8.613855,52.232.69.150,10.97.172.240,TCP,1434,443  >  54841 [ACK] Seq=11330 Ack=1076 Win=261120 Len=1380 [TCP segment of a reassembled PDU]
247,8.613861,52.232.69.150,10.97.172.240,TCP,1434,443  >  54841 [ACK] Seq=12710 Ack=1076 Win=261120 Len=1380 [TCP segment of a reassembled PDU]
248,8.613862,52.232.69.150,10.97.172.240,TCP,1434,443  >  54841 [ACK] Seq=14090 Ack=1076 Win=261120 Len=1380 [TCP segment of a reassembled PDU]
249,8.613863,52.232.69.150,10.97.172.240,TCP,818,"[TCP Previous segment not captured] 443  >  54841 [PSH, ACK] Seq=16850 Ack=1076 Win=261120 Len=764 [TCP segment of a reassembled PDU]"
250,8.613894,52.232.69.150,10.97.172.240,TCP,1434,[TCP Out-Of-Order] 443  >  54841 [ACK] Seq=15470 Ack=1076 Win=261120 Len=1380
251,8.613895,52.232.69.150,10.97.172.240,TLSv1.2,467,"[TCP Previous segment not captured] , Ignored Unknown Record"
252,8.613896,52.232.69.150,10.97.172.240,TLSv1.2,88,Application Data
253,8.613896,52.232.69.150,10.97.172.240,TCP,1434,[TCP Out-Of-Order] 443  >  54841 [ACK] Seq=17614 Ack=1076 Win=261120 Len=1380
254,8.613941,10.97.172.240,52.232.69.150,TCP,54,54841  >  443 [ACK] Seq=1076 Ack=8570 Win=259328 Len=0
255,8.613942,10.97.172.240,52.232.69.150,TCP,54,54841  >  443 [ACK] Seq=1076 Ack=11330 Win=256576 Len=0
256,8.613988,10.97.172.240,52.232.69.150,TCP,54,54841  >  443 [ACK] Seq=1076 Ack=14090 Win=253824 Len=0
257,8.613988,10.97.172.240,52.232.69.150,TCP,66,54841  >  443 [ACK] Seq=1076 Ack=15470 Win=252480 Len=0 SLE=16850 SRE=17614
258,8.613988,10.97.172.240,52.232.69.150,TCP,54,54841  >  443 [ACK] Seq=1076 Ack=17614 Win=250304 Len=0
259,8.613988,10.97.172.240,52.232.69.150,TCP,66,[TCP Dup ACK 258#1] 54841  >  443 [ACK] Seq=1076 Ack=17614 Win=250304 Len=0 SLE=23134 SRE=23547
260,8.613988,10.97.172.240,52.232.69.150,TCP,66,[TCP Dup ACK 258#2] 54841  >  443 [ACK] Seq=1076 Ack=17614 Win=250304 Len=0 SLE=23134 SRE=23581
261,8.613989,10.97.172.240,52.232.69.150,TCP,66,54841  >  443 [ACK] Seq=1076 Ack=18994 Win=248960 Len=0 SLE=23134 SRE=23581
262,8.61407,52.232.69.150,10.97.172.240,TCP,1434,[TCP Out-Of-Order] 443  >  54841 [ACK] Seq=18994 Ack=1076 Win=261120 Len=1380
263,8.614072,52.232.69.150,10.97.172.240,TCP,1434,[TCP Out-Of-Order] 443  >  54841 [ACK] Seq=20374 Ack=1076 Win=261120 Len=1380
264,8.614073,52.232.69.150,10.97.172.240,TCP,1434,[TCP Out-Of-Order] 443  >  54841 [ACK] Seq=21754 Ack=1076 Win=261120 Len=1380
265,8.61408,10.97.172.240,52.232.69.150,TCP,66,[TCP Window Update] 54841  >  443 [ACK] Seq=1076 Ack=18994 Win=262144 Len=0 SLE=23134 SRE=23581
266,8.614104,10.97.172.240,52.232.69.150,TCP,66,54841  >  443 [ACK] Seq=1076 Ack=20374 Win=260736 Len=0 SLE=23134 SRE=23581
267,8.614104,10.97.172.240,52.232.69.150,TCP,66,54841  >  443 [ACK] Seq=1076 Ack=21754 Win=259328 Len=0 SLE=23134 SRE=23581
268,8.614104,10.97.172.240,52.232.69.150,TCP,54,54841  >  443 [ACK] Seq=1076 Ack=23581 Win=257536 Len=0
269,8.614175,10.97.172.240,52.232.69.150,TCP,54,[TCP Window Update] 54841  >  443 [ACK] Seq=1076 Ack=23581 Win=262144 Len=0
270,8.61515,10.97.172.240,52.232.69.150,TCP,54,"54841  >  443 [FIN, ACK] Seq=1076 Ack=23581 Win=262144 Len=0"
271,8.627922,52.232.69.150,10.97.172.240,TCP,54,"443  >  54841 [FIN, ACK] Seq=23581 Ack=1077 Win=261120 Len=0"
272,8.628003,10.97.172.240,52.232.69.150,TCP,54,54841  >  443 [ACK] Seq=1077 Ack=23582 Win=262144 Len=0
273,9.565796,10.97.172.240,13.73.144.98,TLSv1.2,113,Application Data
274,9.577284,13.73.144.98,10.97.172.240,TLSv1.2,102,Application Data
275,9.577394,10.97.172.240,13.73.144.98,TCP,54,52575  >  443 [ACK] Seq=60 Ack=49 Win=4095 Len=0
276,12.061228,13.94.211.113,10.97.172.240,TLSv1.2,107,Application Data
277,12.061282,10.97.172.240,13.94.211.113,TCP,54,53454  >  443 [ACK] Seq=1 Ack=54 Win=4095 Len=0
278,12.061432,10.97.172.240,13.94.211.113,TLSv1.2,107,Application Data
279,12.107689,10.97.172.240,13.94.211.113,TCP,107,"[TCP Retransmission] 53454  >  443 [PSH, ACK] Seq=1 Ack=54 Win=4096 Len=53"
280,12.118085,13.94.211.113,10.97.172.240,TCP,66,443  >  53454 [ACK] Seq=54 Ack=54 Win=506 Len=0 SLE=1 SRE=54
281,12.479025,52.109.28.2,10.97.172.240,TLSv1.2,89,Application Data
282,12.479078,10.97.172.240,52.109.28.2,TCP,54,54753  >  443 [ACK] Seq=1 Ack=36 Win=4095 Len=0
283,12.479218,10.97.172.240,52.109.28.2,TLSv1.2,89,Application Data
284,12.537255,52.109.28.2,10.97.172.240,TCP,54,443  >  54753 [ACK] Seq=36 Ack=36 Win=1019 Len=0
285,12.537304,10.97.172.240,52.109.28.2,TLSv1.2,87,Application Data
286,12.582567,10.97.172.240,52.109.28.2,TCP,87,"[TCP Retransmission] 54753  >  443 [PSH, ACK] Seq=36 Ack=36 Win=4096 Len=33"
287,12.588528,52.109.28.2,10.97.172.240,TCP,66,443  >  54753 [ACK] Seq=36 Ack=69 Win=1018 Len=0 SLE=36 SRE=69
288,16.135462,66.228.33.150,10.97.172.240,TLSv1.2,88,Application Data
289,16.135557,10.97.172.240,66.228.33.150,TCP,54,54447  >  443 [ACK] Seq=1 Ack=35 Win=4095 Len=0
290,16.137738,10.97.172.240,66.228.33.150,TLSv1.2,92,Application Data
291,16.213238,66.228.33.150,10.97.172.240,TCP,54,443  >  54447 [ACK] Seq=35 Ack=39 Win=268 Len=0
292,16.654176,10.97.172.240,193.60.250.1,DNS,87,Standard query 0x2a13 A api-glb-lon.smoot.apple.com
293,16.656445,10.97.172.240,17.252.11.246,TCP,78,54842  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1089656903 TSecr=0 SACK_PERM=1 TFO=R
294,16.658476,193.60.250.1,10.97.172.240,DNS,171,Standard query response 0x2a13 A api-glb-lon.smoot.apple.com A 17.252.11.246 NS ns2.smoot.apple.com NS ns1.smoot.apple.com A 17.253.217.54 A 17.253.217.53
295,16.661121,17.252.11.246,10.97.172.240,TCP,66,"443  >  54842 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1380 SACK_PERM=1 WS=512"
296,16.661205,10.97.172.240,17.252.11.246,TLSv1.2,571,Client Hello
297,16.665255,17.252.11.246,10.97.172.240,TLSv1.2,191,"Server Hello, Change Cipher Spec, Encrypted Handshake Message"
298,16.665309,10.97.172.240,17.252.11.246,TCP,54,54842  >  443 [ACK] Seq=518 Ack=138 Win=261952 Len=0
299,16.665731,10.97.172.240,17.252.11.246,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message"
300,16.70907,17.252.11.246,10.97.172.240,TCP,54,443  >  54842 [ACK] Seq=138 Ack=569 Win=30720 Len=0
301,17.31524,10.97.172.240,193.60.250.1,DNS,79,Standard query 0x729b A clients1.google.com
302,17.31878,193.60.250.1,10.97.172.240,DNS,367,Standard query response 0x729b A clients1.google.com CNAME clients.l.google.com A 216.58.206.142 NS ns1.google.com NS ns2.google.com NS ns3.google.com NS ns4.google.com A 216.239.36.10 AAAA 2001:4860:4802:36::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.38.10 AAAA 2001:4860:4802:38::a A 216.239.32.10 AAAA 2001:4860:4802:32::a
303,17.333363,10.97.172.240,216.58.206.142,TCP,78,54843  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1089657575 TSecr=0 SACK_PERM=1
304,17.336141,216.58.206.142,10.97.172.240,TCP,66,"443  >  54843 [SYN, ACK] Seq=0 Ack=1 Win=60720 Len=0 MSS=1380 SACK_PERM=1 WS=256"
305,17.336201,10.97.172.240,216.58.206.142,TCP,54,54843  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0
306,17.336667,10.97.172.240,216.58.206.142,TLSv1.2,304,Client Hello
307,17.33918,216.58.206.142,10.97.172.240,TCP,54,443  >  54843 [ACK] Seq=1 Ack=251 Win=61952 Len=0
308,17.344698,216.58.206.142,10.97.172.240,TLSv1.2,1434,Server Hello
309,17.344964,216.58.206.142,10.97.172.240,TCP,906,"[TCP Previous segment not captured] 443  >  54843 [PSH, ACK] Seq=2761 Ack=251 Win=61952 Len=852 [TCP segment of a reassembled PDU], Server Key Exchange, Server Hello Done"
310,17.344966,216.58.206.142,10.97.172.240,TCP,1434,[TCP Out-Of-Order] 443  >  54843 [ACK] Seq=1381 Ack=251 Win=61952 Len=1380
311,17.345003,10.97.172.240,216.58.206.142,TCP,66,54843  >  443 [ACK] Seq=251 Ack=1381 Win=262144 Len=0 SLE=2761 SRE=3613
312,17.345003,10.97.172.240,216.58.206.142,TCP,54,54843  >  443 [ACK] Seq=251 Ack=3613 Win=259904 Len=0
313,17.349509,10.97.172.240,216.58.206.142,TLSv1.2,147,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
314,17.352309,216.58.206.142,10.97.172.240,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message"
315,17.352358,10.97.172.240,216.58.206.142,TCP,54,54843  >  443 [ACK] Seq=344 Ack=3664 Win=262080 Len=0
316,17.352648,216.58.206.142,10.97.172.240,TLSv1.2,123,Application Data
317,17.352671,10.97.172.240,216.58.206.142,TCP,54,54843  >  443 [ACK] Seq=344 Ack=3733 Win=262016 Len=0
318,17.3556,10.97.172.240,216.58.206.142,TLSv1.2,107,Application Data
319,17.355708,10.97.172.240,216.58.206.142,TLSv1.2,104,Application Data
320,17.355742,10.97.172.240,216.58.206.142,TLSv1.2,96,Application Data
321,17.355764,10.97.172.240,216.58.206.142,TLSv1.2,251,Application Data
322,17.355853,10.97.172.240,216.58.206.142,TLSv1.2,92,Application Data
323,17.35821,216.58.206.142,10.97.172.240,TCP,54,443  >  54843 [ACK] Seq=3733 Ack=447 Win=61952 Len=0
324,17.358487,216.58.206.142,10.97.172.240,TLSv1.2,92,Application Data
325,17.358488,216.58.206.142,10.97.172.240,TCP,54,443  >  54843 [ACK] Seq=3771 Ack=686 Win=62976 Len=0
326,17.358524,10.97.172.240,216.58.206.142,TCP,54,54843  >  443 [ACK] Seq=724 Ack=3771 Win=262080 Len=0
327,17.389974,216.58.206.142,10.97.172.240,TLSv1.2,436,Application Data
328,17.390042,10.97.172.240,216.58.206.142,TCP,54,54843  >  443 [ACK] Seq=724 Ack=4153 Win=261760 Len=0
329,17.39076,216.58.206.142,10.97.172.240,TLSv1.2,255,Application Data
330,17.390786,10.97.172.240,216.58.206.142,TCP,54,54843  >  443 [ACK] Seq=724 Ack=4354 Win=261888 Len=0
331,17.393436,216.58.206.142,10.97.172.240,TLSv1.2,296,Application Data
332,17.393465,10.97.172.240,216.58.206.142,TCP,54,54843  >  443 [ACK] Seq=724 Ack=4596 Win=261888 Len=0
333,17.394477,216.58.206.142,10.97.172.240,TLSv1.2,117,Application Data
334,17.3945,10.97.172.240,216.58.206.142,TCP,54,54843  >  443 [ACK] Seq=724 Ack=4659 Win=262080 Len=0
335,17.394836,216.58.206.142,10.97.172.240,TLSv1.2,100,Application Data
336,17.394858,10.97.172.240,216.58.206.142,TCP,54,54843  >  443 [ACK] Seq=724 Ack=4705 Win=262080 Len=0
337,17.395074,10.97.172.240,216.58.206.142,TLSv1.2,100,Application Data
338,17.437942,216.58.206.142,10.97.172.240,TCP,54,443  >  54843 [ACK] Seq=4705 Ack=770 Win=62976 Len=0
339,17.483509,10.97.172.240,169.55.74.45,TLSv1.2,92,Application Data
340,17.489497,10.97.172.240,255.255.255.255,DB-LSP-DISC,188,Dropbox LAN sync Discovery Protocol
341,17.489709,10.97.172.240,10.97.255.255,DB-LSP-DISC,188,Dropbox LAN sync Discovery Protocol
342,17.508486,10.97.172.240,216.58.206.142,TLSv1.2,143,Application Data
343,17.50951,10.97.172.240,17.252.11.246,TLSv1.2,827,Application Data
344,17.511097,216.58.206.142,10.97.172.240,TCP,54,443  >  54843 [ACK] Seq=4705 Ack=859 Win=62976 Len=0
345,17.513219,17.252.11.246,10.97.172.240,TCP,54,443  >  54842 [ACK] Seq=138 Ack=1342 Win=32256 Len=0
346,17.542934,17.252.11.246,10.97.172.240,TLSv1.2,810,Application Data
347,17.54299,10.97.172.240,17.252.11.246,TCP,54,54842  >  443 [ACK] Seq=1342 Ack=894 Win=261376 Len=0
348,17.559558,169.55.74.45,10.97.172.240,TLSv1.2,99,Application Data
349,17.559609,10.97.172.240,169.55.74.45,TCP,54,54360  >  443 [ACK] Seq=39 Ack=46 Win=4095 Len=0
350,17.648404,216.58.206.142,10.97.172.240,TLSv1.2,153,Application Data
351,17.648462,10.97.172.240,216.58.206.142,TCP,54,54843  >  443 [ACK] Seq=859 Ack=4804 Win=262016 Len=0
352,17.648675,216.58.206.142,10.97.172.240,TLSv1.2,317,Application Data
353,17.648704,10.97.172.240,216.58.206.142,TCP,54,54843  >  443 [ACK] Seq=859 Ack=5067 Win=261824 Len=0
354,17.649451,10.97.172.240,193.60.250.1,DNS,87,Standard query 0xb1e3 A star-mini.c10r.facebook.com
355,17.651215,216.58.206.142,10.97.172.240,TLSv1.2,179,Application Data
356,17.651255,10.97.172.240,216.58.206.142,TCP,54,54843  >  443 [ACK] Seq=859 Ack=5192 Win=262016 Len=0
357,17.651944,216.58.206.142,10.97.172.240,TLSv1.2,279,Application Data
358,17.651985,10.97.172.240,216.58.206.142,TCP,54,54843  >  443 [ACK] Seq=859 Ack=5417 Win=261888 Len=0
359,17.652613,216.58.206.142,10.97.172.240,TLSv1.2,100,Application Data
360,17.652651,10.97.172.240,216.58.206.142,TCP,54,54843  >  443 [ACK] Seq=859 Ack=5463 Win=262080 Len=0
361,17.652791,10.97.172.240,216.58.206.142,TLSv1.2,100,Application Data
362,17.652879,193.60.250.1,10.97.172.240,DNS,226,Standard query response 0xb1e3 A star-mini.c10r.facebook.com A 157.240.1.35 NS b.ns.c10r.facebook.com NS a.ns.c10r.facebook.com A 69.171.239.11 AAAA 2a03:2880:fffe:b:face:b00c::99 A 69.171.255.11 AAAA 2a03:2880:ffff:b:face:b00c::99
363,17.655438,216.58.206.142,10.97.172.240,TCP,54,443  >  54843 [ACK] Seq=5463 Ack=905 Win=62976 Len=0
364,17.659932,10.97.172.240,157.240.1.35,TCP,78,54845  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1089657889 TSecr=0 SACK_PERM=1
365,17.660343,10.97.172.240,54.247.166.143,HTTP,182,GET /V3/01/35.1.240.157.ip/ HTTP/1.1 
366,17.660836,10.97.172.240,54.247.166.143,HTTP,185,GET /V3/01/jjj.snprobbx.pbz.w/ HTTP/1.1 
367,17.663707,157.240.1.35,10.97.172.240,TCP,66,"443  >  54845 [SYN, ACK] Seq=0 Ack=1 Win=28200 Len=0 MSS=1380 SACK_PERM=1 WS=256"
368,17.663757,10.97.172.240,157.240.1.35,TCP,54,54845  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0
369,17.667398,10.97.172.240,157.240.1.35,TLSv1.2,571,Client Hello
370,17.670219,157.240.1.35,10.97.172.240,TCP,54,443  >  54845 [ACK] Seq=1 Ack=518 Win=29440 Len=0
371,17.671921,157.240.1.35,10.97.172.240,TLSv1.2,1434,Server Hello
372,17.671924,157.240.1.35,10.97.172.240,TCP,504,"[TCP Previous segment not captured] 443  >  54845 [PSH, ACK] Seq=2761 Ack=518 Win=29440 Len=450 [TCP segment of a reassembled PDU], Server Key Exchange, Server Hello Done"
373,17.671925,157.240.1.35,10.97.172.240,TCP,1434,[TCP Out-Of-Order] 443  >  54845 [ACK] Seq=1381 Ack=518 Win=29440 Len=1380
374,17.671973,10.97.172.240,157.240.1.35,TCP,66,54845  >  443 [ACK] Seq=518 Ack=1381 Win=260736 Len=0 SLE=2761 SRE=3211
375,17.671973,10.97.172.240,157.240.1.35,TCP,54,54845  >  443 [ACK] Seq=518 Ack=3211 Win=258880 Len=0
376,17.672127,10.97.172.240,157.240.1.35,TCP,54,[TCP Window Update] 54845  >  443 [ACK] Seq=518 Ack=3211 Win=262144 Len=0
377,17.675251,54.247.166.143,10.97.172.240,HTTP,110,HTTP/1.1 200 OK 
378,17.675393,10.97.172.240,54.247.166.143,TCP,54,52598  >  80 [ACK] Seq=132 Ack=57 Win=4095 Len=0
379,17.675499,54.247.166.143,10.97.172.240,HTTP,94,HTTP/1.1 200 OK 
380,17.675524,10.97.172.240,54.247.166.143,TCP,54,52591  >  80 [ACK] Seq=129 Ack=41 Win=4095 Len=0
381,17.751905,10.97.172.240,193.60.250.1,DNS,88,Standard query 0x8d75 A external-lht6-1.xx.fbcdn.net
382,17.755234,193.60.250.1,10.97.172.240,DNS,257,Standard query response 0x8d75 A external-lht6-1.xx.fbcdn.net CNAME scontent-lht6-1.xx.fbcdn.net A 157.240.1.23 NS b.ns.xx.fbcdn.net NS a.ns.xx.fbcdn.net A 69.171.239.11 AAAA 2a03:2880:fffe:b:face:b00c::99 A 69.171.255.11 AAAA 2a03:2880:ffff:b:face:b00c::99
383,17.795526,10.97.172.240,157.240.1.23,TCP,78,54847  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1089658019 TSecr=0 SACK_PERM=1
384,17.795672,10.97.172.240,54.247.166.143,HTTP,182,GET /V3/01/23.1.240.157.ip/ HTTP/1.1 
385,17.796198,10.97.172.240,54.247.166.143,HTTP,197,GET /V3/01/rkgreany-yug6-1.kk.sopqa.arg.w/ HTTP/1.1 
386,17.79909,10.97.172.240,157.240.1.35,TLSv1.2,180,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
387,17.799961,157.240.1.23,10.97.172.240,TCP,66,"443  >  54847 [SYN, ACK] Seq=0 Ack=1 Win=28200 Len=0 MSS=1380 SACK_PERM=1 WS=256"
388,17.800013,10.97.172.240,157.240.1.23,TCP,54,54847  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0
389,17.800143,10.97.172.240,157.240.1.23,TLSv1.2,313,Client Hello
390,17.804618,157.240.1.35,10.97.172.240,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message"
391,17.804623,157.240.1.35,10.97.172.240,TLSv1.2,135,Application Data
392,17.804624,157.240.1.23,10.97.172.240,TCP,54,443  >  54847 [ACK] Seq=1 Ack=260 Win=29440 Len=0
393,17.804705,10.97.172.240,157.240.1.35,TCP,54,54845  >  443 [ACK] Seq=644 Ack=3262 Win=262080 Len=0
394,17.804706,10.97.172.240,157.240.1.35,TCP,54,54845  >  443 [ACK] Seq=644 Ack=3343 Win=261952 Len=0
395,17.806743,10.97.172.240,157.240.1.35,TLSv1.2,761,"Application Data, Application Data, Application Data, Application Data"
396,17.807595,157.240.1.23,10.97.172.240,TLSv1.2,1434,Server Hello
397,17.807599,157.240.1.23,10.97.172.240,TCP,1434,443  >  54847 [ACK] Seq=1381 Ack=260 Win=29440 Len=1380 [TCP segment of a reassembled PDU]
398,17.807601,157.240.1.23,10.97.172.240,TLSv1.2,504,"Certificate, Server Key Exchange, Server Hello Done"
399,17.807657,10.97.172.240,157.240.1.23,TCP,54,54847  >  443 [ACK] Seq=260 Ack=2761 Win=259328 Len=0
400,17.807658,10.97.172.240,157.240.1.23,TCP,54,54847  >  443 [ACK] Seq=260 Ack=3211 Win=258880 Len=0
401,17.807838,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54847  >  443 [ACK] Seq=260 Ack=3211 Win=262144 Len=0
402,17.808864,54.247.166.143,10.97.172.240,HTTP,94,HTTP/1.1 200 OK 
403,17.808929,10.97.172.240,54.247.166.143,TCP,54,52591  >  80 [ACK] Seq=257 Ack=81 Win=4095 Len=0
404,17.809364,54.247.166.143,10.97.172.240,HTTP,112,HTTP/1.1 200 OK 
405,17.809456,10.97.172.240,54.247.166.143,TCP,54,52598  >  80 [ACK] Seq=275 Ack=115 Win=4095 Len=0
406,17.810707,157.240.1.35,10.97.172.240,TLSv1.2,92,Application Data
407,17.810712,157.240.1.35,10.97.172.240,TLSv1.2,96,Application Data
408,17.81079,10.97.172.240,157.240.1.35,TLSv1.2,92,Application Data
409,17.81079,10.97.172.240,157.240.1.35,TCP,54,54845  >  443 [ACK] Seq=1389 Ack=3423 Win=262016 Len=0
410,17.85499,157.240.1.35,10.97.172.240,TCP,54,443  >  54845 [ACK] Seq=3423 Ack=1389 Win=30720 Len=0
411,17.870804,10.97.172.240,157.240.1.23,TLSv1.2,180,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
412,17.870988,157.240.1.35,10.97.172.240,TLSv1.2,1014,Application Data
413,17.871022,10.97.172.240,157.240.1.35,TCP,54,54845  >  443 [ACK] Seq=1389 Ack=4383 Win=261184 Len=0
414,17.8748,157.240.1.35,10.97.172.240,TCP,1434,443  >  54845 [ACK] Seq=4383 Ack=1389 Win=30720 Len=1380 [TCP segment of a reassembled PDU]
415,17.874804,157.240.1.35,10.97.172.240,TCP,548,"[TCP Previous segment not captured] 443  >  54845 [PSH, ACK] Seq=7143 Ack=1389 Win=30720 Len=494 [TCP segment of a reassembled PDU]"
